Boundary Type,Boundary Name,Boundary Number,Citizen Canadian,Citizen Non-Canadian,Citizen Total,Born Philippines,Born United Kingdom,Born Poland,Born Germany,Born India,Born Portugal,Born United States America,Born China Peoples Republic,Born Ukraine,Born All Other Country,Born Italy,Born Viet Nam,Born Netherlands,Born Jamaica,Born Hong Kong,Born Yugoslavia Other,Born Guyana,Born Croatia,Born Greece,Born Mexico,Born South Korea,Born France,Born Ireland,Born Austria,Born South Africa,Born Egypt,Born Taiwan,Born Switzerland,Born Morocco,Born Haiti,Born Lebanon,Born Other Country,Born Total Immigrants,Immigrate Before 1961,Immigrate 1961-1970,Immigrate 1971-1980,Immigrate 1981-1990,Immigrate 1991-1995,Immigrate 1996-2001,Immigrate Period Total,Immigrate 1991-2001,Generation 1st,Generation 2nd,Generation 3rd Or More,Generation Total Population,Immigrate Philippines,Immigrate India,Immigrate China Peoples Republic,Immigrate Ukraine,Immigrate South Korea,Immigrate United States America,Immigrate Pakistan,Immigrate Afghanistan,Immigrate All Other,Immigrate Bosnia Herzegovina,Immigrate United Kingdom,Immigrate Yugoslavia,Immigrate Viet Nam,Immigrate Croatia,Immigrate Russia,Immigrate Iraq,Immigrate Jamaica,Immigrate Iran,Immigrate Romania,Immigrate Colombia,Immigrate Mexico,Immigrate Hong Kong,Immigrate South Africa,Immigrate Sri Lanka,Immigrate Germany,Immigrate Congo,Immigrate France,Immigrate Haiti,Immigrate Lebanon,Immigrate Morocco,Immigrate Algeria,Immigrate Other,Immigrate Recent Total
Neighbourhood,Broadway-Assiniboine,1.165,4830,610,5445,75,80,70,45,15,15,55,0,10,1090,10,40,10,45,55,35,35,55,0,0,0,10,0,10,0,0,0,0,0,0,0,785,1460,130,100,210,360,265,390,1455,655,1530,975,2580,5090,25,10,0,0,0,0,10,15,315,20,0,10,0,55,0,40,20,50,0,0,0,25,0,10,0,0,0,0,0,0,10,75,395
Neighbourhood,Brockville,1.667,410,0,420,0,0,10,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,20,20,0,0,0,0,40,0,45,150,195,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Brooklands,2.124,2220,85,2310,255,45,25,0,0,10,10,10,10,120,15,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,75,475,85,20,125,105,110,30,480,140,460,305,1125,1890,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Neighbourhood,Bruce Park,2.204,2125,40,2165,0,60,10,10,0,0,10,0,0,125,10,0,0,0,15,0,0,0,15,0,0,10,0,0,0,0,0,0,0,0,0,75,210,80,40,35,25,0,15,205,15,240,485,1135,1860,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20
Neighbourhood,Buchanan,2.209,2990,40,3030,0,95,50,55,25,10,10,25,0,140,20,0,35,0,15,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,50,400,65,150,100,80,15,0,405,15,420,540,1520,2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Burrows Central,3.303,4535,190,4725,495,0,80,70,0,70,30,0,130,185,15,60,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,90,1080,200,60,165,340,170,150,1080,320,1090,740,1865,3700,85,0,0,50,0,10,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,145
Neighbourhood,Burrows-Keewatin,3.307,2760,130,2885,205,45,50,10,0,35,0,0,0,105,0,35,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,50,460,60,75,30,130,85,85,455,170,430,325,1205,1965,60,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
Neighbourhood,Canterbury Park,4.414,4855,60,4915,75,30,20,25,0,20,15,0,0,240,20,0,0,0,10,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,190,415,40,70,115,90,85,15,420,100,390,770,2520,3685,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Neighbourhood,Centennial,3.102,2270,115,2385,220,10,0,10,0,50,20,20,10,210,15,40,10,0,0,15,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,110,545,70,25,75,190,85,95,545,180,520,190,1005,1715,70,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
Neighbourhood,Central Park,1.169,2580,625,3205,485,20,10,0,0,10,10,30,0,635,10,95,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,10,0,490,1215,20,50,175,270,230,470,1210,700,1180,335,1075,2590,95,0,0,0,0,0,0,0,370,0,0,0,30,0,0,40,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,270,465
Neighbourhood,Central River Heights,1.611,3005,110,3115,35,40,25,15,20,0,30,15,0,225,85,0,0,0,0,15,10,0,20,0,0,10,0,0,10,0,0,0,0,0,0,75,410,110,135,35,75,30,35,410,65,425,815,1305,2545,15,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35
Neighbourhood,Central St. Boniface,5.502,5870,130,6000,15,25,20,0,10,0,35,10,10,385,25,30,0,0,0,0,10,0,10,0,10,60,0,10,10,0,0,0,0,0,0,220,490,125,35,75,140,50,55,490,105,500,815,3930,5250,0,10,0,0,10,0,0,0,45,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,15,60
Neighbourhood,Chalmers,4.401,8950,565,9520,125,95,90,85,60,45,15,10,0,960,15,60,60,50,10,65,0,50,10,20,20,0,0,10,15,0,0,0,0,0,0,575,1485,240,110,275,280,165,420,1490,585,1400,1565,4520,7485,0,10,0,0,0,0,10,15,380,70,0,40,0,45,0,0,0,0,10,45,0,0,10,0,10,0,0,0,0,0,0,150,420
Neighbourhood,China Town,3.172,430,120,545,10,0,0,0,0,0,0,250,0,135,0,40,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,400,25,10,30,110,135,95,400,230,390,20,70,475,10,0,45,0,0,0,0,0,40,0,0,0,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,100
Neighbourhood,Cloutier Drive,5.635,260,0,255,0,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,10,10,0,10,0,0,25,0,25,80,145,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Colony,1.167,590,35,625,15,15,0,25,0,0,0,0,0,70,0,15,10,0,0,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,20,130,45,0,10,25,35,15,130,50,150,165,295,605,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Neighbourhood,Crescent Park,1.612,2475,85,2560,10,10,0,15,10,0,30,45,0,140,10,0,10,0,10,0,0,0,0,0,25,0,0,0,0,0,0,10,0,0,0,75,265,65,70,35,40,10,45,260,55,310,690,1080,2080,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45
Neighbourhood,Crescentwood,1.601,2655,80,2735,0,90,10,0,0,0,40,20,0,110,10,15,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,65,285,60,90,55,55,25,0,285,25,290,635,1265,2190,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Crestview,2.21,8950,205,9160,30,170,50,100,40,10,35,0,10,405,80,15,10,20,10,20,0,0,0,10,0,15,10,10,0,0,0,0,0,0,10,195,840,240,205,140,120,20,110,840,130,810,1825,4780,7415,0,0,0,0,0,0,35,0,60,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,110
Neighbourhood,Dakota Crossing,5.53,7950,230,8185,80,135,35,40,15,10,25,50,25,455,25,20,20,10,15,10,20,0,0,0,0,10,0,0,0,0,0,0,10,0,0,315,870,165,140,215,195,60,100,870,160,895,1370,3805,6075,0,0,10,10,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,60,95
Neighbourhood,Daniel McIntyre,1.108,8880,845,9720,1990,60,50,80,110,305,15,70,25,1165,80,380,15,65,0,60,50,0,15,0,0,0,10,0,10,0,0,10,0,0,0,470,3885,345,305,880,985,825,545,3890,1370,3775,1245,2470,7485,295,25,15,0,0,0,25,0,185,0,0,35,45,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,545
Neighbourhood,Deer Lodge,2.205,3605,60,3665,0,95,10,50,0,10,20,10,20,90,0,0,0,0,0,0,0,10,0,0,0,10,10,0,0,0,0,0,0,0,0,60,335,125,65,75,50,0,15,335,15,365,900,1695,2960,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Neighbourhood,Dufferin,3.301,1705,50,1750,130,25,25,10,0,15,10,0,45,80,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,60,335,60,25,50,140,25,45,340,70,330,245,745,1315,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
Neighbourhood,Dufresne,5.506,415,15,425,0,10,0,0,0,0,0,0,0,40,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,50,20,10,10,10,0,0,45,0,50,85,230,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Eaglemere,4.423,705,45,750,0,10,25,20,10,0,0,20,15,100,15,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,65,190,10,25,40,45,65,0,190,65,195,140,255,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Earl Grey,1.106,4225,80,4305,85,60,30,20,0,10,50,20,10,225,40,0,0,10,0,10,15,10,10,0,0,10,0,0,0,0,0,0,0,0,0,120,510,100,75,135,95,60,45,510,105,540,755,2385,3675,0,0,0,0,0,0,0,0,25,15,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Neighbourhood,East Elmwood,4.405,3030,40,3065,50,20,45,40,0,15,30,20,10,175,10,65,15,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,415,110,30,95,130,20,20,410,40,415,505,1510,2430,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20
Neighbourhood,Ebby-Wentworth,1.107,730,0,725,20,10,0,0,0,0,0,10,10,45,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,25,100,20,10,10,40,25,0,105,25,105,135,375,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Edgeland,2.613,1515,95,1615,15,35,40,35,0,0,15,25,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,180,380,105,15,0,85,80,90,380,170,300,330,530,1160,10,0,25,0,0,0,0,0,55,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,90
Neighbourhood,Elm Park,5.507,1695,55,1745,0,35,0,0,10,0,45,0,0,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,135,30,30,10,35,0,25,135,25,135,310,965,1410,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,25
Neighbourhood,Elmhurst,2.636,4840,60,4895,0,90,40,65,15,0,70,10,10,190,20,0,10,10,0,20,0,0,55,0,25,0,10,0,0,0,0,0,0,0,0,40,475,150,110,95,95,10,20,475,30,490,1035,2415,3945,0,0,10,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Neighbourhood,Eric Coy,2.614,2385,45,2430,0,55,45,40,0,0,40,0,35,60,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,40,270,110,70,35,35,0,25,270,25,265,485,1255,2005,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25
Neighbourhood,Exchange District,3.17,325,15,340,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,15,0,0,10,10,45,20,35,70,215,325,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Neighbourhood,Fort Richmond,5.615,10635,1120,11760,75,300,75,55,195,15,135,525,55,1250,50,45,45,40,85,25,30,0,0,30,70,0,0,0,0,30,10,10,0,0,0,780,2690,365,315,415,465,420,705,2690,1125,2780,1780,5110,9665,20,25,325,0,50,25,30,0,235,10,0,0,0,0,20,0,0,25,0,0,0,0,0,10,10,0,0,0,0,0,0,160,705
Neighbourhood,Garden City,3.316,5475,180,5650,125,55,420,65,15,195,15,20,165,340,55,50,10,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,205,1415,640,160,220,175,115,115,1415,230,1430,1700,1715,4840,60,10,0,10,0,10,0,0,45,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,110
Neighbourhood,Glendale,2.211,995,30,1025,0,0,15,10,15,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,60,20,10,0,15,10,10,55,20,60,185,615,850,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Glenelm,4.409,2190,65,2255,0,10,0,15,0,10,85,0,10,75,0,0,0,0,0,0,0,10,0,10,0,0,0,10,0,0,0,0,0,0,0,45,200,40,0,65,25,60,0,200,60,195,410,1200,1810,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Neighbourhood,Glenwood,5.508,3605,105,3715,20,110,15,60,0,0,20,35,0,130,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,110,400,140,100,100,10,20,35,400,55,395,620,2110,3125,15,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30
Neighbourhood,Grant Park,1.604,2385,115,2500,100,35,20,50,10,10,20,0,10,290,20,10,25,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,205,540,120,25,45,135,120,95,540,215,510,530,1160,2195,10,0,0,0,0,0,0,0,75,20,0,0,0,0,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,30,95
Neighbourhood,Grassie,4.424,2075,30,2105,15,10,30,15,0,50,15,10,15,65,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,55,250,30,60,70,30,25,30,250,55,240,360,915,1515,0,0,0,0,0,0,0,0,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30
Neighbourhood,Heritage Park,2.212,5005,75,5080,30,120,25,15,20,10,55,0,0,345,40,0,35,10,15,20,10,0,35,0,0,0,10,0,0,0,0,0,0,0,0,170,630,165,175,120,95,55,25,635,80,685,1025,2520,4220,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25
Neighbourhood,Holden,5.509,140,0,140,0,0,0,0,0,0,0,0,0,20,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0,10,0,0,0,20,0,20,25,60,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Inkster Gardens,3.319,3125,155,3275,460,0,0,10,270,95,0,10,20,190,25,30,15,0,10,0,15,30,0,0,0,10,0,0,0,0,0,10,0,0,0,45,1060,50,80,420,300,110,95,1060,205,1040,495,915,2455,50,15,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
Neighbourhood,Inkster-Faraday,3.308,3835,130,3965,450,65,70,50,0,60,20,20,45,225,0,45,10,15,0,15,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1000,170,120,155,290,215,40,995,255,940,790,1405,3135,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
Neighbourhood,Island Lakes,5.556,4840,140,4985,30,105,10,40,45,35,20,35,15,300,25,20,15,20,25,0,0,0,0,10,10,0,10,0,0,0,15,0,0,0,0,150,615,65,145,180,135,65,25,610,90,630,715,2375,3715,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,25
Neighbourhood,J. B. Mitchell,1.616,2070,90,2155,45,70,30,10,0,0,35,0,20,225,60,0,0,15,0,0,0,0,0,0,15,0,10,0,0,0,0,0,0,0,0,125,430,75,80,85,85,45,65,430,110,425,410,970,1805,0,0,0,10,15,10,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
Neighbourhood,Jameswood,2.213,1375,35,1410,0,10,0,15,0,0,20,20,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,0,10,15,15,25,25,85,50,105,200,760,1070,0,0,0,0,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20
Neighbourhood,Jefferson,3.309,7920,305,8230,215,90,520,100,10,125,40,15,215,390,30,15,10,25,10,35,0,35,15,0,0,0,0,0,0,0,0,0,0,0,0,215,1725,655,260,275,235,110,195,1725,305,1665,2035,3210,6910,85,10,10,50,0,0,15,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,195
Neighbourhood,Kensington,2.201,280,0,275,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,10,10,10,0,0,0,20,0,20,40,150,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Kern Park,4.406,1590,15,1610,20,45,0,20,0,0,10,0,0,70,35,0,25,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,155,60,45,30,0,15,0,155,15,155,330,905,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Kil-Cona Park,4.427,280,0,280,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,10,0,10,0,10,15,10,15,60,145,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Kildare-Redonda,4.41,6575,75,6645,30,115,10,65,10,0,30,0,10,230,20,10,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,140,480,175,105,115,55,15,20,480,35,495,1315,3540,5355,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20
Neighbourhood,Kildonan Drive,4.411,4700,90,4795,10,115,55,100,0,0,35,35,85,205,0,0,25,0,0,45,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,105,650,395,80,75,25,25,55,650,80,645,1450,2000,4095,0,0,20,0,0,0,0,0,30,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,50
Neighbourhood,King Edward,2.203,5375,135,5510,125,105,10,15,0,0,20,10,15,220,0,0,30,0,0,10,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,150,550,120,85,130,135,10,75,555,85,520,940,3100,4560,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,10,70
Neighbourhood,Kingston Crescent,5.518,700,20,720,0,10,0,0,0,0,10,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,15,60,20,10,10,0,10,20,60,30,45,220,320,585,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20
Neighbourhood,Kirkfield,2.216,2660,60,2720,10,90,20,65,0,0,10,10,0,125,0,0,0,0,10,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,85,325,195,20,35,55,10,10,320,20,355,670,1320,2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Neighbourhood,Lavalee,5.51,1305,55,1365,0,20,10,0,15,10,10,0,0,105,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,165,15,10,25,30,55,35,165,90,150,215,670,1035,0,10,0,0,0,10,0,0,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40
Neighbourhood,Leila-Mcphillips Triangle,3.32,2875,145,3015,315,35,75,25,45,75,10,0,0,245,65,15,20,0,0,20,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,105,825,80,195,240,130,115,65,830,180,855,720,1015,2590,35,20,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
Neighbourhood,Linden Woods,1.634,7395,195,7590,215,140,35,50,85,60,55,185,10,700,195,0,30,15,85,0,50,0,10,0,10,15,0,0,0,0,40,15,0,0,0,235,1535,245,425,385,200,200,85,1535,285,1495,1565,2765,5830,25,10,0,0,0,0,0,0,55,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,35,85
Neighbourhood,Logan-C.P.R.,3.101,285,10,300,0,0,10,10,0,0,0,0,0,110,0,20,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,110,0,0,20,65,15,15,110,30,105,45,95,240,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15
Neighbourhood,Lord Roberts,1.665,4945,125,5070,55,115,35,25,0,0,85,0,0,350,45,25,40,0,10,0,0,0,0,0,0,10,0,0,0,0,0,15,0,0,0,205,675,170,135,160,140,10,65,675,75,685,845,2555,4090,20,0,0,0,0,10,0,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,65
Neighbourhood,Lord Selkirk Park,3.339,1285,55,1340,0,0,80,15,0,0,0,0,10,125,10,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,85,245,55,45,15,95,25,10,245,35,225,125,550,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Neighbourhood,Luxton,3.305,2475,105,2575,10,50,25,55,10,10,10,0,0,100,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,275,65,45,40,45,25,60,275,85,245,455,1270,1970,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60
Neighbourhood,Maginot,5.511,1640,25,1660,0,15,60,10,10,10,25,25,0,110,10,0,0,0,15,0,0,0,10,0,15,0,0,0,0,10,0,0,0,0,0,50,245,15,35,65,90,10,25,245,35,225,180,840,1250,0,0,20,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Neighbourhood,Mandalay West,3.321,4615,375,4985,925,15,140,15,265,165,20,20,25,315,15,0,10,10,15,10,35,45,0,0,0,0,0,0,25,0,0,0,0,0,0,150,1900,70,120,885,545,130,155,1905,285,1885,995,1015,3890,60,50,0,0,0,0,10,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,155
Neighbourhood,Margaret Park,3.318,2185,45,2235,45,20,125,75,0,10,0,0,40,110,10,25,20,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,40,425,185,80,35,120,0,20,430,20,435,630,775,1835,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
Neighbourhood,Marlton,2.617,705,15,720,0,25,0,15,0,0,20,0,15,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,160,40,25,45,30,10,0,160,10,160,160,310,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Neighbourhood,Mathers,1.618,2395,115,2510,0,55,35,25,0,15,0,0,15,285,65,10,10,0,0,10,0,0,30,0,0,0,0,0,10,15,0,0,0,0,0,135,435,125,105,40,90,45,35,435,80,435,610,1185,2230,0,0,0,0,10,0,0,0,40,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35
Neighbourhood,Maybank,1.605,2265,40,2305,20,15,30,35,20,15,10,0,0,135,50,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,290,95,55,90,40,10,0,290,10,305,490,1190,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbourhood,Mcmillan,1.11,3410,125,3540,35,100,20,20,0,10,110,15,0,205,10,10,15,0,10,10,10,0,0,0,0,15,0,10,0,15,0,0,15,0,0,85,505,80,135,110,100,50,30,505,80,530,680,2005,3215,0,0,15,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30
Neighbourhood,Meadowood,5.554,5775,160,5935,45,130,60,80,85,10,25,25,10,230,35,10,0,10,10,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,135,685,150,155,150,100,30,100,685,130,675,925,3070,4670,0,55,0,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,100
